property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_has_profile_pic,host_response_rate,instant_bookable,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,price
Apartment,Entire home/apt,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace""}",4,1,Real Bed,flexible,TRUE,LA,"This apartment is half a block away from the Venice Boardwalk and just a couple of minutes from Abbot Kinney Boulevard, named ""The Coolest Block in America"" by GQ. Shopping, swimming, and dining just steps from your door! A very sunny and comfortable place to stay! The queen bed in the bedroom sleeps 2 and the living features a full-sized couch and a sleeper sofa, so you can easily have 4 people in this space. A full kitchen is also available for your use! You can see the ocean from the front of the building and you're about a 4 minute walk to the ultra-trendy Abbot Kinney Boulevard.",TRUE,0,FALSE,Stay SO CLOSE to the Beach!,2,100,90291,1,2,119.99999999999997
Apartment,Entire home/apt,{},4,2,Real Bed,moderate,TRUE,LA,"This brand new 2 bedroom/ 2 bath is the perfect setting for a family vacation or for business travelers. Walk to the beach, promenade, bars and local business. Everything you need is within a few blocks walk. Two bedroom, two bath. Access to everything. Will help guide you and navigate you through the city.",TRUE,0.98,TRUE,Premium Modern Condo! Downtown SM,14,91,90401,2,2,249.9999999999999
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Iron}",8,4,Real Bed,flexible,TRUE,LA,"Exquisitely designed, fully furnished spacious Mediterranean canal front home with 4 bedrooms and 3.5 baths. Living room has high ceilings, plasma TV, fireplace and grand piano. Formal dining room and den. Granite kitchen with stainless appliances. Exquisitely designed, fully furnished spacious Mediterranean canal front home with 4 bedrooms and 3.5 baths. Living room has high ceilings, plasma TV, fireplace and grand piano. Formal dining room and den. Granite kitchen with stainless steel appliances, breakfast area and balcony w/BBQ. Luxurious master suite with fireplace and marble bath with spa tub. Stunning balconies off every room. Gorgeous roof top deck w/ 360-degree views, 2 car parking and plenty of storage. Minutes to Marina shops/restaurants and beach.",TRUE,0.67,FALSE,Exquisite Venice Home,0,NA,90292,4,4,1100.0000000000007
Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Pets allowed"",""Indoor fireplace"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",6,1,Real Bed,strict,TRUE,LA,"This apartment is perfectly situated in the center of Venice Ca. It's located on a quiet residential street just 1 1/2 blocks from the happening Abbott Kinney. Within just a few minutes (on foot) you will be surrounded by the best shopping and dining in the area. You will also be just a 12 min walk (less than a mile) from the famous Venice Boardwalk where you can site see, dine, swim, relax on the beach, people watch, whatever you want!  My place is good for everyone and anyone :)",TRUE,1,FALSE,Charming Three Bedroom in the Center of Venice,24,94,90291,3,4,249.9999999999999
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",10,3.5,Real Bed,moderate,TRUE,LA,"This condo has beach views and is fifty feet from the sand.  Be steps to Venice Beach and close to all that Los Angeles has to offer at the same time.  In our three bedroom, four bath condo you will truly enjoy Los Angeles. Beautiful beach views.  Steps to the Beach, and Venice Boardwalk, Minutes to Abott Kinney.   Close to all that Los Angeles has to offer. WIFI,  HBO I send out an email that has all the information needed to check in and out in order to enjoy your vacation. Be steps to Venice Beach and close to all that Los Angeles has to offer at the same time.  In our three bedroom, four bath condo that is steps to the sand and world famous Venice Beach.  Bike to the world famous Abbot Kinney Boulevard and explore all the delicious restaurants and shops that this locals only area has to offer.    Bus, Uber, Car, three parking spot available 60 inch TV in living room, HBO, WIFI,  beach chairs, boogy boards, sports equipment",TRUE,1,TRUE,Gorgeous Condo on Venice Beach,120,95,90291,3,8,324.99999999999994
Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,strict,FALSE,LA,"The unit is the whole front of the house  and includes your own private entrance into large sitting room with a flat screen TV, DVD and gas fireplace.  There is no kitchen but there is a refrigerator, coffee/tea maker and microwave. The apartment is the whole front of the house and includes your own private entrance into large sitting room with a flat screen TV, DVD and gas fireplace.  There is no kitchen but there is a refrigerator, coffee/tea maker and microwave, The bedroom furniture is beautiful hand made Restoration Hardware and includes a queen bed, freestanding wardrobe, iron and ironing board.  There is an en-suite bathroom with full bath and shower with hairdryer.    Venice Beach, Venice Canals, Main Street Santa Monica, Santa Monica Pier and 3rd street Promonade are all close by and easily accessible by car, bus or bicycle.     7 blocks to Venice Beach  2.0 miles to Santa Monica  5.5 miles to SM Farmer’s Market  7.5 miles to UCLA  6.5 miles to LAX 17 miles to downtown LA 17 m",TRUE,1,TRUE,Beautiful Venice Beach Home Oasis,370,97,90291,1,3,150.00000000000009
Apartment,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}",2,1,Real Bed,strict,TRUE,LA,"Lovely Furnished Suite located in the middle of all the hot spots. Short walk to Santa Monica pier, Venice boardwalk, Night life and all the beach areas. Have your own Private room within a two bedroom with Kitchen, Living room, dining area, fireplace and balcony. Wonderful Furnished room with Queen bed and large closet space. TV DVD and Wifi available. Comfortable and great access to the city. In walking distance to all the hot spots. Short walk or ride to Main street and beach.  The furnished room is within a two bedroom furnished apartment, Living room with fireplace, balcony, full kitchen and two baths. Furnished Bedroom with use of Living room, Kitchen, Bath and balcony. A comfortable space to enjoy the city. At any time the guest can contact with any informational needs. Possible that there could be another traveler in the other guest bedroom. Like a hotel, privacy bedroom with use of the rest of the space. We have a very quiet safe area with great neighbors. Enjoy peaceful and c",TRUE,0,FALSE,Vacation Pad,0,NA,90291,1,1,128.99999999999997
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Breakfast,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,moderate,TRUE,LA,"Luxurious apartment in Marina del Rey/Venice, in front of the beach and 2 blocks from Venice beach. Enjoy Venice, Marina del Rey, Santa Monica, Malibu, just minutes from LAX. This exclusive community has tennis courts, children play area, BBQ, a convenience store, laundry facility, dry cleaner on site, gated parking, high speed internet, tv, cable and everything you can wish for. Restaurants, bars and nightlife is just walking distance and the beach is across the street. LOCATION, LOCATION, LOCATION! Entire furnished studio with balcony for your personal enjoyment. No sharing, you will have the entire place to yourself.",TRUE,0.99,TRUE,Luxurious apt marina del Rey/Venice,8,86,90292,0,1,135.00000000000003
House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",6,4,Real Bed,strict,TRUE,LA,"A 5000 square foot 2 Building compound joined by bridge overlooking large courtyard in the heart of Venice Beach.   Ultra cool - very hip modern design.  Walk to the beach, shops and Abbot Kinney or stay in and enjoy the privacy that surrounds you.",TRUE,1,FALSE,ULTRA COOL VENICE COMPOUND,2,90,90291,2,3,850.0000000000003
House,Private room,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",4,1,Real Bed,strict,TRUE,LA,"Lovely room in a great Venice house.  I live in the safe residential area of Venice, but its still only a couple of minutes drive away from the beach  - or a fun bike ride away.  Theres a large lovely garden with a place to eat. Hello I have a lovely four bedroom house in Venice, on a quite street off Rose Avenue.  Its a wonderfully quiet residential area,  close enough to the main throng of Venice and Santa Monica but a nice quiet place to come back to.    The bedroom is a nice size with a queen size bed in it.   I have APPLE TV not cable if you want to use it I can hook it up for you. High speed internet and cable, washer/dryer and a nice full kitchen.      It's in a great area, right next to the Penmar Golf course, and an easy ten minute Bike ride to the beach, Abbot Kinney, Main Street and Santa Monica which are packed full of great restaurants and bars.  (URL HIDDEN) (URL HIDDEN)  There is street parking.  Its a fantastic house to stay in with a lovely big garden, open fire ( Very",TRUE,1,TRUE,Calm But funky House in Venice,75,95,90291,1,1,64.99999999999999
Apartment,Private room,"{""Wireless Internet"",""Family/kid friendly"",Essentials,Shampoo,""Lock on bedroom door""}",1,1,Real Bed,flexible,TRUE,LA,A cozy private room in an apartment one block away from Venice beach!,TRUE,1,FALSE,Private room 1 block from VENICE BEACH ☀️,0,NA,90291,1,1,56.00000000000002
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Washer / Dryer"",""Elevator in building"",Heating,Washer,Dryer}",2,1.5,Real Bed,moderate,TRUE,LA,".Check in & Check out time is noon. Will try to accommodate if an issue. Two-story loft apartment with full bedroom, 1.5 baths, and spacious living area overlooking popular Abbot Kinney Blvd. Literally steps from tons of restaurants, shops, and the beach. Abbot Kinney is the hip, trendy neighborhood of Venice - you'll see people riding bikes, sitting at outdoor cafes, and enjoying the warm weather.  The bedroom features a California King bed with luxurious linens. Downstairs is a day bed (size of twin bed) as well. There are 2 bathrooms - one is a powder room upstairs adjoining the living room, and the other is a full bath downstairs near the bedroom. There's also a washer/dryer in the apartment for you to use. Free wireless internet; bring your computer! I have one indoor parking spot available for your use. Otherwise there is street parking nearby.",TRUE,0,FALSE,Gorgeous Abbot Kinney Loft!,2,100,90291,1,2,275.00000000000057
Apartment,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer""}",2,1,Real Bed,flexible,TRUE,LA,"Venice Beach, the hippest and most trendy beach community in Los Angeles. The Venice Canals are right around the corner for a romantic and beautiful experience. Abbot Kinney is the hottest street in Los Angeles where you can find great food and shop Hi folks, my name is Joachim Ponsa. I'm 43, and I have lived in this country for about 20 years. I have 2 daughters, 12 and 15, who stay with me every other weekend. I've had roommates before, and thought to try out Airbnb. It helps me out with the rent and I get to meet new people from all over the world. If you're traveling with a car, please keep in mind not to park next to a red marked curb otherwise your vehicle will be towed by the city as it has happened already once before to a guest.",TRUE,1,FALSE,Private Room Next To Venice Beach,84,96,90291,1,1,68.00000000000001
Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",4,1,Real Bed,strict,TRUE,LA,"NEWLY FURNISHED resort-style 1-bedroom apartment in Marina Del Rey/Venice. The perfect home for a vacation or a work-trip. Enjoy the amazing pool, jacuzzi, fitness center, tennis courts and great location of this relaxing apartment. It's 10 mins walk to Venice Beach, surrounded by awesome restaurants and cafes. Close to Venice, Santa Monica, LAX Airport and Ralph's Supermarket (4 mins drive) with easy access to the freeways to visit all of LA's top tourist attractions. This is a stylish and newly furnished apartment in one of the most sought after locations in the country.  ***SPECIAL OFFERS*** Big discounts available as it is a new listing!! Note: the normal rate is $249/night and prices automatically change on a daily basis depending on demand. To see the pricing of your dates of interest, you can click on the apartment's ""View Calendar"". ---- Living Room - The living room has a balcony overlooking trees and the lovely pool area  - 50"" Flat Screen TV with Roku - Free WiFi - Two singl",TRUE,1,TRUE,Chic Resort-Style Apt 10 Mins Walk To Venice Beach,11,100,90292,1,4,175.00000000000009
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",2,1,Real Bed,strict,TRUE,LA,"Unbeatable location! Just two blocks to the beach, between Venice Beach and the trendy shops/restaurants on Abbot Kinney. Private, bright, airy loft with high ceilings, hardwood floors & skylight. On the top floor of a small, two-level building. **the loft has been recently updated & improved** The loft has automated entry so no need to hassle with key exchange and check-in anytime after 3pm. The space includes wood floors, sofa, workspace and a new electronically operated skylight.   LOFTED SLEEPING AREA - A few steps up the ladder awaits a brand new queen-sized Casper mattress for ultra-comfort and relaxation. - Four pillows, fresh linens and warm blanket - Plenty of hanging space and hangers - Flat screen, cable TV The KITCHENETTE  - New, easy-to-use coffeemaker with high-quality coffee - Microwave & toaster - Dishes, silverware and other basic kitchen supplies - Dish soap, sponge, paper towels BATHROOM - Shower with excellent water pressure, new shower head, and unlimited hot water",TRUE,1,TRUE,"Bright Venice Loft, Steps to Beach!",532,95,90291,0,1,139.00000000000009
House,Entire home/apt,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",4,1,Real Bed,moderate,TRUE,LA,"This little cottage is just a five block walk down the beautiful walk streets to Abbot Kinney, which GQ says is ""the coolest block in America,"" and just a 20 minute walk to famous Venice Beach. We have chickens in the back yard! The Space  This is a two bedroom, one bathroom house on one of the iconic Walk Streets in Venice (no cars!). At 600 square feet, this is a cozy setup for a tired traveler. There is one full bed and a comfortable sofa bed in the back bedroom. This darling little vintage cottage has hardwood floors, a vintage clawfoot bathtub, vintage stove in the kitchen, front porch for hanging out, comfortable sleeping in the bedroom, a front yard with a fire ring, a back yard with chickens, a cat who lives on the property (who can come in or not, your choice) all in an amazing arty neighborhood. The back room sofa converts to a comfortable double bed. Take advantage of our kitchen for meals, or venture out and sample some awesome Venice restaurants during your stay here! Star",TRUE,1,TRUE,2 BR/1 BA House on Quiet Walkstreet,55,96,90291,2,2,161.99999999999994
Townhouse,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad}",2,1,Real Bed,strict,TRUE,LA,"Steps from Abbot Kinney and 4 blocks to Venice Beach, this contemporary, private bedroom and bathroom is quiet, clean and bright with a chill vacation vibe. If you want to be in the heart of hip, look no further! The brand new Sealy queen bed has high-quality linens with an all-season comforter/quilt. There's closet space for you and the dressers are yours to use while you visit. The room has a 50-inch television equipped with a Roku for watching movies, streaming Netflix, Hulu, HBO Go and Amazon Prime. Wi-Fi is included. All towels and linens included. The room is very quiet since it is away from the street. If you get cold, there's a room heater and if you get hot, there are two fans or you can open the window for a nice ocean breeze. You have your own full bath with a skylight just outside your bedroom door as well as an added privacy screen so you can make your space even more private. We have two doggies who will not have access to your ""wing"" of the house. You'll notice them on y",TRUE,1,FALSE,Beautiful Venice Private Rm & Bath,29,99,90291,1,1,100.00000000000004
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,""Pets live on this property"",Cat(s),""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Shampoo}",4,1,Real Bed,strict,TRUE,LA,"1BR 1Bath close to the beach! 1 full sized bed and a pull out couch in the living room. The building is located just a 8 minute walk to the ocean, restaurants and bars in Venice Beach and situated right on the marina which also offers great dining options. It is a safe location with many young, professional couples and families. There is a family beach and park, right across the street on the marina. There's also boat, kayak and stand up paddle board rentals, volleyball and many activities right on the marina. It is a 10 minute drive to LAX airport, 10 minutes to Santa Monica, 20 minutes to Malibu, 20 minutes to Hollywood and 30 minutes to downtown Los Angeles. The key will be left in a lock box on the door. We are available by phone if needed. The building is in a safe neighborhood and you can walk everywhere. It's a 8 minute walk to the ocean and fun restaurants and bars at the end of Washington Blvd. It's adjacent to Venice Beach and the world-famous Venice boardwalk. You can also t",TRUE,0,FALSE,Oceanview in Marina del Rey,3,100,90292,1,2,135.00000000000003
Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,strict,TRUE,LA,"My apartment is 7 blocks to the very famous Venice Beach.  It has 2 bedrooms, one bathroom, living room, kitchen, front patio in the courtyard and secured entry.  There are four units in the building.  My neighbors are extremely nice and work during the days.  The place gets good light and is usually cool during the summer and has plenty of windows keeping the place airy and beachy breeze fresh. There is parking in back for one car in an open space without a gate.  We have had very few problems here with cars being parked out back. I have wireless internet and roku, which streams pandora, netflix and TED at this time.  There is also BluRay for any movies you might have that are NTSC. Both bedrooms have queen size beds and desks.  One is my main room and is a little bigger than the other. Licorice, my one year little black cat is an outdoor-indoor cat who is very independent and active.  She comes in for food, a few cuddles and then is usually back out climbing trees.  She either will b",TRUE,1,FALSE,2 bdrm 1930's styled beach pad!,8,97,90291,2,2,150.00000000000009
House,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,FALSE,LA,"This quaint and clean Venice home is near it all. Blocks to beach, a short walk to shopping on Main St. Or Abbott Kinney with many restaurants and  tennis courts and golf course only steps from our door. Great access to public transportation, major freeways. Safe neighborhood with easy parking. Quiet and clean home only blocks to Venice Beach, private bedroom with wood floors and paneled wood walls, shared bathroom, large kitchen  and access to beautiful backyard and grill. Free wifi, towels and complimentary bottled water. Access to kitchen, coffee maker, patio area in the backyard with gas grill. Bathroom is shared but only with one person. Happy to interact when necessary. We have lived in venice almost 15 years so we are always happy to provide information from a locals perspective. We have no reviews as this will be our first time listing the room but hopefully you will give us our first one! The neighborhood is very quiet and safe, only steps to a park with free tennis courts and",TRUE,1,FALSE,Cozy room in quiet Venice home,0,NA,90291,1,1,98.99999999999999
House,Entire home/apt,"{""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers}",5,3,Real Bed,strict,TRUE,LA,"Dwell magazine Prefab Cover and on house tours.  The house is ONLY available for select times.  If you are interested Please contact me and I can give you more details. You will love the house, promise!",TRUE,1,FALSE,Venice PreFab Architecture & Green,0,NA,90291,3,3,649.9999999999993
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Gym,Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub}",4,2,Real Bed,flexible,FALSE,LA,"Standard apartment with everything included. We are 4 international students from Sweden who are living here at the moment, but 3 of us are going back to Sweden between semesters.  I do not have any pictures of the bedrooms yet but they are big and the master bed room has it's own bathroom. Currently we only have mattresses on the floor, but we will fix everything perfect before we leave.  I will try to answer messages withing 24 hours, +(PHONE NUMBER HIDDEN) is my number if you have any questions. You will have full access to the gym and pool. I will live 30 minutes from the apartment and always be contactable by phone. By car: Santa Monica Pier 7 minutes Venice Board Walk 7 minutes Hollywood 30-60 minutes (traffic) Malibu 20-30 minutes Ralphs(food) 1 minute",TRUE,0.6,TRUE,2B/2B Venice,0,NA,90291,0,4,135.00000000000003
Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,LA,"My apartment is steps from the beautiful Marina del Rey beach and a bike ride away from Venice, Santa Monica and all of the most happening places on the West side of Los Angeles. Your bedroom is a private room with a separate bathroom giving couples, solo adventurers, business travelers, and families (with kids) all the space they desire. I also have a small office with a sofa bed that can be made available for a larger group (additional fees apply). Espressos on the house! A large private bedroom in a private home with own bathroom. Guests will have front and back-door access to the apartment and can enjoy the kitchen, living room, dining room and patio area. I'll also have bikes and boogie boards available to enjoy your stay, like a local. While here, I'm available to help you during your stay. I can share some favorite recommendations of places to enjoy nearby. My apartment is in the quiet part of the Marina del Rey peninsula. You'll be close enough to Venice, Abbott Kinney and Sant",TRUE,1,FALSE,Marina del Rey - 3bd/2ba  (Private Room Avail),4,100,90292,1,1,89.99999999999967
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Gym,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,flexible,FALSE,LA,"This newly remodeled apartment is located minutes from the beach and local restaurants and shops. Listen to the sea lions on the outdoor patio, lounge at the spacious pool, or walk around the marina to see marine wildlife! This luxury apartment can accommodate up to 4 adults. It is a 1 bedroom plus open den apartment. We have a queen size Aerobed (double high bed with a built in blow-up headboard) air mattress that can very comfortably fit in the den area and accommodate 2 adults plus a Queen bed in the bedroom. You will have full access to the apartment, attached outdoor patio, pool and spa area, outdoor public grilling area, full size gym, 2nd story open air outdoor entertainment area (which includes a gas fireplace, couches, large gas grill, and tables and chairs), an indoor public entertainment room with couches and large screen t.v., and access to walk around the marina. If you are new to the area we can point you in the right direction to the beaches, great restaurants and shops,",TRUE,0,TRUE,Luxury apartment in the Marina!!!,0,NA,90292,1,2,175.00000000000009
Apartment,Shared room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",Heating,Washer,Dryer,Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",3,1,Real Bed,strict,FALSE,LA,"This is shared room(Living room) separated with curtains for more privacy.  You will share the apartment with our guests but will have absolute privacy there.Beachy living at it's best! Located in  Santa Monica area. Walk 4 blocks to ocean , pier, restaurants Parking 20$ 5 blocks from Ocean and Santa Monica Pier!! Light and bright contemporary downtown location! 5 blocks to the ocean, easy walks to Promenade, bars, restaurants, and shops! Building is modern, safe and great located -Very comfortable bed -In Unit Washer/Dryer -Access to kitchen with dedicated space in fridge and cabinet for food. All utensils, tools and plates for cooking You will share the apartment with our guests.",TRUE,0.94,TRUE,Santa Monica 5th street 5 min to Pier!!!s,0,NA,90401,1,1,89.99999999999967
House,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Shampoo}",6,3,Real Bed,strict,TRUE,LA,"The BEST place to live in LA is Venice!  This interior designer's mid-cent 2 story home is perfectly located around the corner from the canals, 5 bks to the beach, and 3 blocks from shopping and LA's hottest restaurants on the ultra hip Abbot Kinney This all wooden floor home is a totally redone 4 bed/3 full bath Craftsman with walls of glass doors on both sides of the house, which makes it flooded with natural light!  Downstairs there's an open floor plan with a great living-room- fireplace and flat-screen. The gourmet Caesar Stone kitchen has a Viking range, 2 separate sinks, an eat-in bar that seats 3, and an open dining area with a table that seats 8. Since the home was designed with indoor/outdoor living... you can enjoy sitting out back near the fire-pit, listening music and the fountain ... Or enjoy sitting on the private-gated front porch yard porch sipping wine... or your morning coffee in the sun.  Upstairs, has pitched ceilings with skylights in the landing and in master-bat",TRUE,0,FALSE,4bd 3bth Designers' Venice House,1,100,90291,3,4,1010.0000000000014
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,strict,TRUE,LA,"Steps away from all the action of the beach & boardwalk, Abbott Kinney, Main Street & more. Comfortably sleeps 3 people with queen sized bed & a sleeper sofa. Small kitchenette.  INCLUDES FREE PARKING! Rustic grey wood floors add a beachy feel to this vintage inspired unit. Large windows provide plenty of light and an ocean breeze. Guest have access to all common areas in the building. We live in Santa Monica and are happy to provide you with tips on where to eat, drink, shop and more. Great area to walk around, Abbott Kinney is a block away as well as main street. Venice beach is a 2 min walk and has plenty to offer tourists and locals alike. Public transportation is fairly close the unit but most attraction, shopping, dinning etc are walking distance. Abbott Kinney is a block away and Venice beach is a 2 min walk. This unit is directly on Pacific Ave. and in the heart of Venice Beach. It's a very happening area with lots of young people, bars etc. The unit faces the street and as a r",TRUE,1,TRUE,BRAND NEW 1BD STEPS TO BEACH  - 3,125,93,90291,1,1,175.00000000000009
