fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4.017291825264692
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5.0267354713287205
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5.60784059506841
10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6.570541352732107
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5.245853347936645
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5.919525086414069
11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5.672216201666743
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7.645450439304113
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7.208285454660654
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6.480617735767737
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7.986518583260477
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5.9931198477279395
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8.450774036580697
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7.714848786126822
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5.316561612533405
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6.833687560632825
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5.433975581545383
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5.995992258191109
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5.805811213329434
8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5.486242167418823
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6.538772000931203
11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6.341039908351377
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6.052015604451299
12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6.458723113173619
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4.498156590387225
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6.282764225266874
7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5.776445082388818
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6.3038527618627995
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6.515551181975752
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6.477950773201883
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7.768852224573493
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6.163928855676204
10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6.441774149890989
6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6.523407669737935
8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5.476919188629836
13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5.524643287761137
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6.685228247195482
8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5.3517920221202075
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6.839631285285577
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5.921913691563532
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5.106309621362016
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6.206528918119147
11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5.486642911797389
11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5.323822023812681
8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5.471713925013319
8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5.586088502081111
10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5.223950012587011
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6.734029720071703
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5.150484099052846
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5.6975533668883145
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5.2641079048626125
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5.426464922260493
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6.721333573339507
7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5.474471707129851
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6.338586960919201
10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5.240592138841748
7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6.2162596778944135
10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4.24205811903812
7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5.564904673025012
8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5.712568088900298
9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5.108096597949043
9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5.519075873540714
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7.852190344594419
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6.714631942100823
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5.313981684856117
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5.115817142417654
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5.5750040675047785
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5.831371922045946
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5.520339757902548
7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7.694011028623208
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5.499903989490122
8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4.354160398710519
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7.964804159011692
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6.922261254163459
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5.204592706635594
9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5.954902932746336
15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,5.873992832377553
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6.697344831423834
8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5.51259378483519
9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,5.480816515395418
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5.201800923096016
12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7.100229354342446
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6.472588874632493
7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4.312179648084566
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6.772399305133149
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5.901074001332745
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6.335229284130037
10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6.823944246396422
12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5.2200328598264605
9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5.766123738372698
8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6.560707851080224
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6.423455537762493
10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5.838569788262248
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6.287320587551221
6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5.4707207006867975
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5.780844533350319
9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5.082716837292537
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5.394517550244927
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6.095661407336593
9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5.13333323597908
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6.221126178046688
8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5.274119541049004
8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5.299059249693528
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5.374786772532389
13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5.491452492540702
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6.878602623473853
8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5.748729828745127
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5.955186023144051
9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5.3319202130660415
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5.824162796372548
7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5.13266538339667
9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5.124696853803471
7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5.728109711781144
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5.54842082853429
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3.608517412794754
9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5.1229467005468905
8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5.8764346989337355
9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5.842348815640435
9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5.046237813541666
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6.707018328597769
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6.534791055135429
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6.945457234047353
9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5.912029979052022
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6.455978516489267
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6.7655204785987735
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6.50504457950592
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6.2025484829209745
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4.717138722306117
9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4.768076964421198
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5.706377045251429
7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5.19162413617596
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5.297899801051244
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6.325131266377866
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6.571876234840602
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5.882491525495425
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5.877103376435116
8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5.3858525371178985
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5.737772154854611
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5.79631936410442
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6.7241614607628435
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5.38543858891353
7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5.298152282601222
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5.05747115239501
7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5.673692964250222
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5.197991926921532
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5.625107899075374
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5.138182840542868
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5.3730785206425935
7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4.314089832827449
9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5.815184899838641
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6.368318096967414
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5.439644126221538
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5.439058027463034
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6.601828285725787
9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5.403906936291605
8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,5.9583182809874415
7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5.970767963677645
7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5.914528023218736
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5.082873708335683
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5.476859610993415
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5.339135265909135
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6.673435813980177
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5.636485945200548
9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5.859278114512563
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6.948284424841404
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5.573967065894976
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5.535269055515528
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5.941694442881271
11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5.892355152172968
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6.410306338686496
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6.050030747428536
8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5.778269294649363
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6.925961389672011
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6.377477207919583
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5.24492099462077
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5.087635908508673
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5.391108496813104
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5.182561425259337
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6.133624784648418
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6.2574629134032875
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6.55324704782106
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5.148069276474416
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5.962896824115887
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5.944522878853604
9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5.992285794112831
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5.706210570642725
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6.140778355766088
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5.008982624160126
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6.686495538568124
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6.681218191748485
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5.917510882485658
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5.408421214204282
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6.422439390094951
7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5.537320081843063
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6.413646463071927
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5.097644658526406
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5.380267640342936
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6.198000577511266
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6.725024226354435
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5.011009040987119
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6.918857760028914
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6.900228734128177
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,5.754153864458203
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5.9519218150526285
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6.62558709224686
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5.655950521118939
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5.381375617580488
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5.065605635289103
7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5.690880850423127
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5.1274838673416525
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5.291318518575281
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6.632220890838653
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6.390023997751996
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5.070425659883767
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6.863572930917144
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5.385190207045525
7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6.670760133769363
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5.021196302259341
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6.595228760736063
10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,5.276241161162034
8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5.399126905016601
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7.145815429510549
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6.824081728467718
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6.140409882646054
7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5.909047515131533
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5.899924811441451
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7.192349253920838
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6.5322902637999505
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6.522124740527943
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7.16033573099412
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7.519567017676309
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7.224503509234637
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5.281511990353465
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6.5036875798832625
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5.158960648812354
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6.920630739303306
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5.499029459664598
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4.6153440771158785
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6.743930876953527
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5.61681821080856
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6.930141045944765
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6.0803784660529345
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5.028121191076934
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5.541528468718752
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5.241202568868175
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7.64483752194792
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5.377736799186096
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5.04685368668288
7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5.048140499275178
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5.962842692388222
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7.226466750493273
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5.011393569642678
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8.218475638190284
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6.0559375686571
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4.234972146805376
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6.402696270029992
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3.0143044360447675
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4.361763168359175
8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5.584499739808962
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5.605793738272041
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7.263718613190576
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7.67514867708087
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7.935806215973571
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5.003591406391934
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7.786971174879
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5.806933146901429
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6.073038384551182
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5.56699930364266
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6.539190846029669
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5.137675155187026
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5.276332648936659
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6.3518435067962855
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5.812805236317217
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5.171541348099709
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5.5211620926856995
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5.764622842427343
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5.288755647372454
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6.436778316041455
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6.6694507577922195
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7.036923782201484
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6.560646349098533
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7.932383237173781
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7.434622491942719
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6.9362326168920845
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5.978302628034726
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6.676762288669124
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5.298268895363435
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5.208253394579515
